CAT_TRAVELLER,Category of traveller,Duration of stay,Reason for journey,TIME_PERIOD,OBS_VALUE
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1976-12,6500
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1977-01,6570
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1977-02,8300
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1977-03,9210
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1977-04,7060
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1977-05,6700
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1977-06,4760
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1977-07,6940
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1977-08,9840
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1977-09,6070
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1977-10,10000
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1977-11,9670
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1977-12,7420
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1978-01,7390
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1978-02,9460
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1978-03,9520
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1978-04,8110
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1978-05,7850
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1978-06,6620
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1978-07,8560
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1978-08,9910
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1978-09,9360
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1978-10,10680
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1978-11,10920
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1978-12,10240
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1979-01,8580
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1979-02,11020
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1979-03,11220
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1979-04,10800
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1979-05,11260
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1979-06,9790
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1979-07,16480
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1979-08,14730
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1979-09,11600
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1979-10,13380
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1979-11,14350
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1979-12,11000
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1980-01,10120
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1980-02,15410
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1980-03,14660
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1980-04,13890
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1980-05,13130
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1980-06,16120
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1980-07,18080
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1980-08,16270
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1980-09,12850
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1980-10,15920
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1980-11,16660
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1980-12,11860
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1981-01,10430
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1981-02,12710
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1981-03,14450
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1981-04,14450
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1981-05,14770
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1981-06,14740
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1981-07,17170
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1981-08,16510
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1981-09,12070
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1981-10,17410
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1981-11,15160
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1981-12,11720
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1982-01,10480
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1982-02,12180
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1982-03,13910
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1982-04,12660
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1982-05,12070
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1982-06,11470
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1982-07,15120
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1982-08,14660
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1982-09,11980
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1982-10,15590
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1982-11,15920
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1982-12,13070
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1983-01,11460
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1983-02,14770
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1983-03,14760
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1983-04,13470
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1983-05,12070
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1983-06,12590
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1983-07,14500
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1983-08,19540
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1983-09,12490
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1983-10,16980
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1983-11,18010
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1983-12,15710
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1984-01,11330
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1984-02,17220
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1984-03,16710
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1984-04,19660
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1984-05,16540
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1984-06,15100
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1984-07,16570
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1984-08,16100
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1984-09,14050
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1984-10,18890
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1984-11,20290
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1984-12,16610
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1985-01,12350
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1985-02,19650
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1985-03,20680
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1985-04,18040
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1985-05,17640
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1985-06,15510
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1985-07,14460
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1985-08,18260
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1985-09,16180
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1985-10,25000
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1985-11,26370
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1985-12,22370
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1986-01,15470
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1986-02,24570
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1986-03,26620
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1986-04,24360
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1986-05,21550
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1986-06,19210
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1986-07,21380
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1986-08,23810
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1986-09,21490
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1986-10,29690
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1986-11,35730
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1986-12,30700
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1987-01,27390
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1987-02,30500
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1987-03,31040
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1987-04,31890
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1987-05,32690
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1987-06,25900
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1987-07,31050
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1987-08,37110
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1987-09,33250
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1987-10,42700
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1987-11,46590
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1987-12,40000
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1988-01,31960
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1988-02,42820
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1988-03,44050
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1988-04,41630
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1988-05,47040
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1988-06,44730
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1988-07,48110
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1988-08,56390
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1988-09,48680
6,Short-term (less than one year) Visitors arriving,1 and under 2 weeks,Total,1988-10,58680
